Id,Hazard
969,3.97
971,4.42
972,4.36
978,2.64
983,6.06
984,4.8
985,3.05
987,2.63
988,3.64
989,6.19
991,2.81
992,5.27
993,4.11
997,2.33
999,2.45
1003,1.16
1006,4.42
1007,6.02
1013,3.75
1015,3.57
1016,2.07
1017,3.38
1018,11.99
1019,4.21
1020,3.01
1021,4.67
1023,2.62
1025,3.8
1027,2.64
1028,7.07
1029,4.38
1032,3.71
1035,2.83
1039,2.67
1040,5.68
1041,2.06
1043,2.61
1045,3.72
1046,5.51
1049,3.24
1054,7.28
1056,4.15
1057,5.27
1058,4.18
1060,9.03
1061,2.38
1062,3.35
1063,4.59
1066,3.64
1071,2.54
1072,1.49
1076,5.45
1077,4.28
1078,3.56
1082,3.77
1083,3.99
1085,4.66
1086,4.67
1088,3.49
1089,8.84
1090,5.42
1093,3.98
1094,4.87
1095,4.88
1096,3.36
1097,3.61
1098,4.35
1103,3.81
1104,3.96
1109,3.27
1110,4.2
1111,4.95
1113,3.81
1114,1.99
1115,3.57
1117,5.0
1118,3.12
1121,4.83
1122,1.84
1124,5.01
1125,3.21
1126,4.17
1127,2.81
1128,5.7
1130,4.55
1132,3.66
1135,4.02
1136,4.25
1139,5.53
1140,6.61
1141,2.73
1147,5.2
1150,7.07
1152,4.31
1154,6.35
1157,2.27
1158,2.5
1160,3.99
1162,3.55
1163,2.69
1164,3.4
1171,2.4
1173,2.46
1174,5.39
1176,3.88
1178,4.45
1182,4.57
1185,5.04
1188,3.01
1189,2.04
1192,6.99
1194,2.81
1195,3.21
1199,5.17
1200,2.47
1203,4.78
1204,6.25
1206,4.51
1209,3.93
1214,5.14
1215,3.87
1217,4.49
1219,6.63
1220,4.58
1221,3.52
1222,4.66
1223,2.11
1225,4.4
1226,1.9
1228,5.36
1229,5.43
1231,3.26
1233,3.79
1234,3.92
1235,3.22
1236,4.13
1238,4.61
1240,4.24
1241,4.25
1242,7.62
1244,2.67
1245,2.32
1248,3.77
1250,2.78
1251,3.04
1252,6.23
1253,6.44
1255,2.89
1258,3.46
1261,5.21
1262,5.69
1267,3.41
1268,3.94
1270,3.32
1271,7.98
1274,4.23
1275,3.12
1276,3.92
1277,3.13
1279,2.6
1280,4.41
1281,2.56
1282,3.54
1285,4.13
1289,1.35
1293,2.47
1294,5.97
1295,4.3
1296,4.52
1298,5.25
1300,3.42
1301,4.27
1302,3.73
1303,2.27
1304,4.67
1306,5.21
1308,5.36
1311,3.57
1312,2.77
1313,3.73
1314,4.8
1315,2.56
1316,2.1
1317,4.49
1319,3.1
1320,3.53
1321,3.6
1322,5.44
1324,4.61
1326,3.04
1327,4.76
1328,3.94
1329,3.63
1330,9.69
1332,4.96
1333,5.68
1334,6.78
1335,3.69
1336,3.89
1339,3.2
1344,3.25
1346,6.39
1350,3.69
1351,4.04
1352,4.46
1354,4.12
1356,3.11
1358,6.47
1359,6.74
1361,2.49
1363,3.25
1364,3.42
1366,2.76
1368,3.7
1370,3.45
1371,3.26
1374,4.44
1375,2.74
1376,3.79
1377,4.24
1379,4.87
1380,3.04
1382,3.45
1384,3.24
1387,7.54
1388,7.3
1393,5.82
1395,3.32
1396,3.76
1398,4.01
1399,2.59
1401,1.89
1403,2.63
1404,4.72
1405,5.77
1408,3.63
1409,3.78
1411,3.51
1413,3.53
1414,3.83
1415,4.75
1417,4.18
1419,3.76
1421,5.48
1423,3.68
1427,8.27
1429,3.07
1430,3.61
1433,3.24
1434,3.14
1436,4.28
1438,5.62
1441,3.06
1443,6.39
1447,3.5
1451,3.18
1457,4.39
1459,5.28
1460,2.61
1462,4.66
1464,4.61
1466,4.59
1467,4.02
1469,3.23
1472,3.82
1475,4.18
1476,1.96
1479,4.82
1480,4.23
1483,5.65
1484,2.32
1485,3.79
1488,3.17
1490,3.04
1492,3.46
1493,3.6
1495,4.74
1496,4.5
1499,3.62
1502,2.97
1503,3.18
1505,3.1
1509,4.15
1510,3.01
1511,6.42
1512,3.27
1513,6.89
1515,3.9
1517,3.52
1520,3.75
1522,5.95
1523,4.68
1524,5.57
1526,3.81
1527,11.05
1528,6.06
1529,2.23
1533,3.26
1536,4.23
1537,4.08
1540,4.63
1541,2.29
1543,4.67
1544,4.13
1546,5.03
1548,11.47
1549,3.63
1550,4.5
1552,5.66
1553,4.13
1554,4.06
1555,5.82
1560,2.67
1564,2.23
1567,4.57
1570,2.92
1571,4.48
1573,3.42
1575,4.05
1576,4.41
1579,2.84
1580,2.76
1582,2.96
1583,4.7
1586,3.51
1587,4.54
1590,5.14
1591,4.25
1595,4.34
1597,4.65
1602,3.11
1603,4.5
1604,2.95
1605,3.77
1606,5.3
1607,4.62
1610,4.35
1611,4.28
1614,5.07
1617,4.7
1619,3.29
1623,5.27
1625,4.11
1626,2.99
1627,2.67
1632,4.11
1633,1.81
1634,3.18
1635,4.37
1636,5.22
1638,5.21
1639,2.98
1641,4.12
1644,9.66
1645,3.88
1649,2.93
1650,3.64
1651,3.98
1653,5.11
1654,5.66
1656,4.12
1657,5.44
1658,3.4
1659,4.36
1660,4.68
1661,5.94
1663,2.52
1664,3.65
1666,2.58
1667,5.5
1668,3.44
1669,3.18
1670,6.98
1671,6.0
1672,3.21
1678,5.94
1682,3.04
1683,2.25
1687,5.67
1689,8.97
1690,4.24
1692,3.06
1693,3.8
1696,3.44
1698,3.56
1700,9.38
1702,4.37
1704,2.56
1706,2.81
1707,4.54
1710,6.06
1711,2.54
1712,4.94
1717,2.69
1721,4.4
1722,3.75
1723,12.44
1725,2.38
1729,4.28
1730,4.84
1732,4.19
1733,3.37
1735,3.22
1737,5.7
1739,2.43
1740,3.7
1741,3.29
1742,3.88
1744,8.77
1746,7.11
1752,1.9
1753,3.17
1754,5.92
1757,3.05
1759,4.13
1760,5.37
1761,5.84
1762,2.52
1763,4.32
1765,4.0
1766,4.15
1767,3.42
1769,3.86
1770,4.13
1771,4.72
1772,4.57
1774,4.06
1775,15.02
1778,11.59
1780,3.19
1781,6.99
1782,7.34
1785,2.23
1788,4.43
1790,2.15
1791,3.92
1792,3.97
1793,4.16
1795,8.73
1796,3.7
1798,4.0
1799,6.87
1801,4.15
1803,4.6
1805,3.44
1806,6.66
1811,4.38
1817,3.55
1820,2.5
1824,4.8
1827,7.29
1828,5.16
1829,2.55
1831,8.35
1832,3.05
1833,3.55
1834,3.78
1835,3.35
1839,4.07
1840,3.76
1842,4.8
1844,3.46
1845,3.71
1847,5.67
1848,4.26
1851,5.49
1852,6.06
1853,4.15
1857,5.33
1860,2.15
1861,2.87
1863,4.58
1864,5.33
1865,3.08
1867,5.78
1868,4.61
1870,6.62
1871,4.61
1873,4.44
1875,4.01
1876,4.69
1878,6.01
1881,3.47
1883,2.9
1884,7.05
1885,3.83
1887,3.2
1888,2.17
1889,3.44
1890,3.65
1892,5.02
1895,1.76
1896,2.98
1899,2.19
1901,2.67
1907,4.93
1908,6.73
1912,4.38
1913,5.48
1914,3.16
1920,3.18
1921,3.71
1925,3.7
1926,5.03
1927,4.76
1929,2.78
1930,11.79
1931,2.52
1932,3.59
1933,3.46
1935,3.83
1936,2.28
1937,3.54
1939,5.22
1940,5.55
1943,4.7
1946,5.29
1949,4.0
1951,3.42
1952,2.97
1956,4.15
1957,4.85
1958,4.32
1959,3.96
1960,6.29
1962,5.05
1963,3.93
1964,2.12
1965,4.85
1968,3.31
1969,4.85
1972,6.17
1976,3.85
1979,5.19
1981,4.94
1985,2.52
1988,3.6
1991,2.55
1994,5.0
1995,8.98
1998,4.91
2001,5.08
2002,5.02
2003,4.56
2005,5.44
2006,2.89
2007,4.52
2010,3.32
2012,5.77
2014,4.52
2015,4.22
2017,6.88
2019,2.08
2020,3.12
2021,2.44
2023,6.48
2024,1.6
2026,5.48
2027,2.14
2028,3.84
2029,7.01
2030,3.36
2031,3.33
2032,5.86
2033,2.83
2036,6.48
2037,6.47
2038,4.38
2040,3.05
2042,3.06
2045,3.09
2046,3.86
2048,3.71
2053,6.8
2054,3.5
2061,5.15
2064,3.18
2066,3.25
2067,2.4
2068,3.0
2070,4.11
2075,3.0
2079,5.3
2082,1.97
2084,3.7
2086,4.49
2088,2.1
2089,2.85
2092,4.68
2093,2.46
2096,5.95
2098,5.18
2104,2.51
2106,3.52
2112,3.03
2113,2.63
2114,3.6
2121,5.61
2125,4.51
2130,2.68
2131,6.31
2134,2.25
2141,3.05
2143,2.98
2146,3.82
2147,3.36
2148,5.93
2151,6.12
2155,3.13
2156,4.42
2158,3.84
2159,4.16
2160,5.02
2164,4.3
2165,5.52
2166,6.68
2170,4.22
2171,3.49
2173,2.53
2175,4.21
2176,3.68
2177,3.87
2178,3.85
2179,6.42
2182,4.0
2187,3.27
2188,4.37
2193,2.98
2194,4.63
2197,3.67
2199,6.26
2200,5.51
2202,4.39
2203,4.57
2206,4.62
2207,8.3
2209,2.04
2216,4.0
2218,2.92
2219,2.87
2221,5.51
2222,2.58
2223,4.61
2228,8.21
2232,2.59
2233,3.45
2234,4.47
2235,1.77
2236,3.81
2237,2.71
2238,4.82
2239,3.62
2241,4.81
2243,4.94
2244,2.48
2245,3.71
2250,2.7
2251,3.65
2252,4.33
2254,5.57
2258,2.01
2263,2.89
2265,6.89
2266,3.37
2267,4.53
2268,3.52
2270,4.18
2275,4.62
2276,1.62
2279,3.71
2281,3.04
2284,3.29
2289,5.83
2290,7.17
2292,3.96
2293,2.49
2294,2.84
2301,7.44
2302,4.04
2303,2.88
2305,3.32
2306,3.35
2308,2.36
2309,5.29
2310,5.57
2312,6.36
2313,5.94
2314,4.3
2316,3.87
2317,3.6
2320,3.64
2321,3.28
2322,6.38
2323,4.84
2324,3.66
2328,4.39
2329,3.77
2332,11.11
2333,4.37
2334,4.32
2335,3.86
2336,3.44
2337,5.81
2338,5.12
2343,5.74
2345,4.44
2349,3.18
2350,8.55
2351,1.81
2352,6.98
2354,3.82
2356,4.46
2358,4.4
2360,6.1
2362,6.89
2364,7.2
2366,2.58
2369,2.22
2370,3.92
2371,4.26
2372,4.32
2377,2.12
2378,3.88
2380,2.74
2382,3.86
2385,3.29
2387,2.95
2388,4.38
2389,4.47
2392,3.81
2396,8.0
2398,4.12
2401,3.78
2402,2.73
2404,9.19
2405,4.22
2406,4.58
2408,4.65
2414,5.38
2415,3.6
2416,7.98
2417,2.29
2420,4.34
2421,4.44
2423,4.45
2424,2.24
2426,4.73
2427,3.08
2429,3.61
2430,3.01
2432,5.59
2436,4.94
2437,2.48
2439,4.65
2440,1.82
2443,4.14
2446,2.49
2447,3.21
2448,3.85
2449,3.73
2450,2.98
2455,4.45
2458,5.84
2464,6.24
2466,3.87
2468,4.13
2469,5.02
2472,3.3
2473,5.83
2474,3.28
2475,2.93
2476,1.81
2478,6.43
2479,6.37
2484,2.11
2485,2.04
2487,4.82
2494,2.05
2495,3.89
2498,5.97
2499,2.03
2501,4.86
2503,4.68
2507,2.12
2508,5.59
2509,5.83
2515,4.25
2516,2.73
2517,4.86
2520,3.33
2522,3.0
2524,4.72
2525,4.93
2526,6.61
2527,3.61
2529,4.9
2530,2.36
2531,4.21
2534,4.89
2541,4.86
2545,2.47
2547,3.27
2548,2.83
2549,9.55
2550,3.07
2552,6.78
2553,3.21
2554,2.84
2560,4.02
2561,2.52
2564,3.83
2567,4.53
2573,4.65
2576,2.35
2578,1.56
2579,4.83
2580,3.82
2583,6.95
2584,3.43
2587,3.36
2588,6.22
2590,3.86
2591,2.55
2592,3.56
2593,3.99
2597,3.35
2604,6.39
2607,3.24
2610,4.92
2611,2.74
2615,4.47
2616,3.53
2617,4.88
2618,4.4
2619,3.42
2620,5.61
2621,4.68
2622,3.49
2624,3.08
2625,4.55
2626,2.76
2627,3.75
2628,6.27
2631,3.29
2635,4.23
2636,2.52
2639,4.63
2640,2.22
2641,3.5
2643,3.43
2645,4.38
2646,3.97
2647,4.81
2650,2.46
2656,2.44
2659,3.57
2660,3.45
2662,2.6
2663,4.7
2665,6.65
2668,7.72
2669,4.53
2670,4.27
2671,4.05
2682,8.66
2683,5.03
2687,3.25
2692,2.06
2694,5.57
2697,4.36
2701,2.44
2703,7.0
2704,4.86
2706,6.05
2707,3.36
2708,3.11
2710,3.21
2713,5.06
2715,6.15
2716,4.69
2717,5.27
2721,6.63
2722,3.91
2724,2.62
2729,5.53
2730,3.26
2731,3.94
2734,5.73
2735,4.87
2736,5.11
2739,5.9
2741,1.83
2742,4.4
2744,4.48
2747,4.533333333333334
2748,3.85
2750,4.28
2752,3.25
2754,4.32
2756,4.97
2757,5.31
2758,3.99
2763,4.19
2764,3.51
2765,3.52
2767,2.42
2768,2.42
2772,4.15
2773,3.18
2774,6.49
2776,6.04
2777,5.5
2778,8.33
2782,4.37
2783,2.36
2785,4.87
2787,3.1
2791,5.28
2793,6.39
2795,5.76
2797,3.7
2799,7.0
2800,4.68
2801,3.16
2802,4.32
2805,1.72
2806,2.7
2808,3.09
2809,8.92
2812,4.25
2815,8.01
2821,2.48
2822,3.37
2825,4.0
2827,3.67
2828,5.18
2829,5.07
2832,4.4
2834,5.24
2836,4.87
2838,2.57
2839,4.22
2842,3.3
2844,2.87
2847,3.93
2851,4.24
2854,3.9
2857,5.35
2858,2.57
2859,2.17
2860,2.36
2861,4.15
2862,6.11
2864,2.45
2865,5.45
2866,3.03
2868,4.38
2869,3.81
2871,2.78
2872,2.56
2874,3.61
2875,3.79
2876,3.91
2877,3.16
2879,4.87
2880,3.62
2884,2.77
2886,1.22
2887,3.3
2888,5.35
2890,2.38
2891,3.98
2894,3.01
2895,3.36
2900,2.97
2902,3.36
2904,2.33
2906,4.34
2907,3.25
2908,3.87
2912,7.43
2914,3.5
2921,3.85
2923,4.05
2925,7.31
2927,3.12
2931,5.21
2932,4.32
2935,2.91
2937,2.76
2938,3.08
2946,2.48
2947,2.94
2948,3.89
2949,4.71
2953,4.53
2958,3.55
2959,4.36
2963,2.2
2964,10.65
2968,5.29
2972,3.98
2973,1.59
2975,3.57
2976,4.62
2979,2.37
2980,2.47
2981,3.79
2982,3.86
2983,5.26
2987,4.22
2989,3.74
2991,3.3
2992,6.11
2999,4.73
3002,8.44
3003,6.23
3008,4.17
3009,3.53
3013,4.04
3014,3.95
3015,4.54
3017,2.55
3019,3.84
3023,11.84
3026,2.77
3027,4.44
3029,2.95
3031,4.87
3032,7.72
3033,7.27
3038,5.08
3039,5.66
3043,2.89
3046,10.13
3047,2.59
3049,5.02
3050,4.99
3052,5.75
3057,3.46
3058,4.96
3059,4.25
3060,2.69
3063,4.48
3065,8.49
3066,2.15
3069,3.62
3071,2.77
3073,5.44
3074,3.23
3079,4.71
3080,3.27
3081,3.19
3082,2.99
3084,4.22
3086,2.27
3088,2.51
3089,4.13
3090,4.74
3091,4.03
3093,7.84
3094,2.93
3095,7.12
3096,6.96
3097,2.92
3099,4.23
3100,5.55
3102,7.69
3104,4.95
3107,3.09
3108,3.56
3110,6.08
3112,3.8
3113,4.52
3114,2.75
3115,3.16
3116,3.12
3118,2.82
3119,4.1
3120,3.28
3121,4.73
3123,2.98
3124,6.37
3128,4.79
3129,7.62
3132,6.65
3133,3.94
3135,2.75
3136,2.93
3139,2.43
3141,2.84
3143,3.77
3146,3.48
3147,4.07
3148,5.34
3150,4.09
3152,4.96
3154,4.33
3155,3.68
3156,5.35
3159,3.67
3160,3.43
3162,4.29
3164,7.74
3165,7.09
3167,3.27
3168,1.99
3169,5.84
3171,1.9
3173,1.91
3174,4.23
3175,3.88
3176,7.08
3179,4.09
3180,3.46
3181,3.33
3183,2.99
3184,3.69
3186,2.58
3189,4.62
3190,2.44
3192,3.04
3195,5.45
3196,4.48
3201,3.54
3204,6.89
3206,2.44
3207,6.89
3208,2.79
3209,3.24
3213,8.54
3214,3.49
3217,3.6
3218,6.37
3219,2.88
3221,1.66
3222,3.14
3225,3.7
3226,4.13
3227,1.51
3228,5.48
3229,2.29
3230,5.64
3231,4.44
3235,5.61
3239,3.57
3241,5.23
3244,4.64
3248,3.64
3249,11.13
3250,3.83
3253,8.57
3254,5.0
3257,4.48
3259,14.09
3260,3.49
3261,3.43
3262,4.39
3268,3.26
3270,5.25
3271,4.2
3272,3.55
3275,3.97
3277,4.64
3278,3.6
3279,4.05
3283,2.33
3285,5.39
3286,9.98
3288,3.97
3298,5.3
3299,2.28
3301,6.92
3303,4.35
3304,4.05
3305,5.17
3306,4.32
3308,4.63
3311,3.64
3313,3.67
3315,3.76
3316,9.74
3318,3.45
3321,3.68
3326,3.86
3328,4.24
3333,5.15
3336,3.24
3338,3.38
3340,10.48
3341,2.38
3342,3.65
3344,2.79
3347,5.21
3348,5.24
3349,4.42
3350,3.74
3351,3.09
3353,2.78
3354,2.91
3355,2.52
3356,6.41
3357,1.65
3358,4.5
3359,4.96
3361,2.39
3362,4.06
3363,3.39
3364,4.53
3365,3.77
3367,3.87
3369,4.76
3370,3.72
3371,4.0
3372,7.33
3373,5.14
3375,3.71
3376,4.47
3377,5.16
3378,4.68
3380,4.09
3381,4.05
3387,3.36
3391,3.89
3392,4.48
3393,3.13
3394,4.83
3396,5.22
3403,3.78
3405,4.28
3410,6.69
3411,2.55
3416,6.22
3417,4.59
3422,3.96
3424,4.95
3425,3.24
3426,3.52
3429,4.35
3430,3.99
3431,3.45
3432,8.17
3434,4.61
3436,2.8
3437,1.45
3438,6.78
3442,6.93
3454,4.14
3457,5.68
3459,3.77
3461,6.1
3464,3.01
3465,2.86
3467,3.44
3471,3.92
3476,4.27
3478,3.64
3482,5.7
3485,4.45
3494,4.81
3495,3.04
3496,5.23
3501,3.28
3502,4.19
3506,3.42
3507,6.36
3508,4.41
3510,6.08
3515,3.63
3516,2.19
3518,9.82
3519,2.98
3520,4.2
3523,3.52
3524,4.51
3525,2.66
3529,5.06
3530,5.06
3535,3.84
3541,3.76
3542,3.77
3544,5.3
3546,3.55
3547,4.75
3552,5.41
3558,3.6
3560,3.58
3568,1.8
3569,5.34
3573,4.23
3574,4.0
3575,1.82
3577,7.18
3579,4.43
3580,3.26
3583,5.72
3584,5.23
3586,3.92
3588,3.38
3590,3.41
3594,3.06
3595,3.89
3596,3.84
3598,7.44
3599,2.13
3600,2.96
3602,2.42
3603,2.71
3604,5.16
3605,3.67
3607,3.55
3608,2.71
3610,4.13
3612,3.49
3613,4.69
3614,4.55
3615,3.72
3620,2.75
3622,2.71
3624,4.03
3627,3.56
3628,7.0
3631,4.58
3634,2.78
3635,3.27
3636,2.23
3637,2.86
3640,2.67
3642,2.13
3644,4.57
3646,5.59
3655,5.41
3657,2.79
3659,3.25
3660,4.61
3661,1.95
3664,3.11
3665,2.94
3667,3.39
3669,5.39
3673,4.11
3674,4.11
3675,5.16
3681,4.31
3682,3.33
3686,5.73
3687,3.16
3688,4.21
3689,4.38
3690,3.72
3691,3.66
3694,4.86
3695,2.95
3696,4.6
3698,3.76
3699,3.41
3701,4.23
3703,2.51
3704,3.85
3708,2.36
3709,3.59
3711,3.68
3716,2.99
3718,4.38
3719,3.34
3720,3.2
3721,2.48
3722,5.07
3726,4.8
3727,4.51
3728,7.06
3733,7.44
3734,7.16
3735,3.0
3738,4.16
3740,2.38
3741,3.93
3744,3.22
3745,2.44
3747,4.32
3748,4.1
3749,6.89
3751,6.65
3752,3.53
3754,3.15
3755,2.33
3756,6.61
3757,2.36
3759,3.58
3760,3.94
3761,2.38
3762,2.87
3763,3.13
3764,1.65
3765,4.78
3769,1.91
3771,4.74
3773,5.34
3774,6.88
3775,5.3
3776,3.92
3779,5.12
3780,3.39
3781,2.55
3783,3.78
3787,3.78
3788,5.83
3789,4.56
3790,6.17
3791,2.61
3793,3.71
3794,4.84
3803,5.16
3808,4.56
3811,5.68
3812,3.5
3813,3.13
3814,4.4
3816,4.69
3819,4.02
3820,4.61
3821,4.53
3823,3.27
3825,4.88
3826,4.71
3830,7.19
3836,5.54
3838,8.43
3841,2.82
3842,4.06
3845,6.38
3847,3.85
3852,5.42
3853,3.18
3855,3.15
3856,3.37
3858,10.62
3859,4.34
3860,5.05
3861,2.45
3871,4.15
3874,3.24
3877,3.87
3878,3.47
3880,4.06
3881,3.19
3883,5.29
3886,3.97
3887,1.77
3894,3.59
3897,2.42
3898,3.31
3900,6.25
3903,4.39
3907,5.73
3909,3.48
3911,2.42
3919,3.8
3920,2.81
3921,4.17
3923,3.48
3926,8.64
3928,4.09
3929,3.36
3930,4.64
3931,4.17
3934,4.24
3937,4.54
3938,3.19
3939,4.35
3941,2.69
3943,2.81
3944,4.12
3945,5.1
3947,4.81
3948,11.32
3949,2.66
3951,2.77
3953,4.89
3954,3.05
3957,3.9
3958,4.94
3960,3.2
3961,4.64
3965,1.99
3966,5.21
3967,5.36
3968,3.3
3969,4.74
3970,2.93
3971,4.45
3972,4.41
3974,5.17
3975,4.73
3976,4.63
3977,5.09
3979,6.32
3982,4.51
3984,4.28
3986,2.09
3989,6.18
3992,5.83
3995,3.06
3997,2.48
4000,5.49
4006,5.68
4007,6.62
4008,2.47
4009,3.24
4010,2.38
4011,3.58
4014,4.88
4016,3.46
4017,3.49
4019,3.62
4020,4.96
4021,1.96
4023,3.7
4025,2.27
4028,1.99
4032,6.06
4033,6.46
4035,3.1
4036,6.13
4037,5.1
4039,6.43
4040,4.22
4042,5.51
4044,3.49
4045,3.28
4050,3.6
4053,7.23
4056,4.34
4057,5.41
4060,3.09
4064,5.74
4066,5.39
4068,3.99
4073,2.88
4076,2.38
4077,4.14
4079,7.61
4081,4.68
4082,3.99
4088,4.94
4091,4.32
4094,2.55
4095,4.41
4096,3.71
4097,4.1
4098,5.82
4102,4.76
4103,4.68
4110,6.24
4111,6.41
4112,3.68
4113,5.37
4116,4.31
4118,5.27
4120,3.46
4121,4.24
4124,2.0
4125,3.04
4126,3.55
4128,2.46
4129,9.25
4130,2.06
4132,4.6
4137,2.39
4138,3.59
4139,6.74
4140,6.03
4142,4.51
4145,3.73
4148,3.15
4150,4.42
4151,3.25
